,Unnamed: 0,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PLAYER_NAME,PTS,Pos,STL,TOV,TRB,Tm,eFG%
271,271,1.0,0.33299999999999996,3.0,0.0,,0.0,0.0,20,0.0,0.0,1.0,0.33299999999999996,3.0,0.0,0.0,2.0,1,0.0,NBA,14.0,0.0,1.0,Julius Randle ,2.0,PF,0.0,1.0,0.0,LAL,0.33299999999999996
272,272,4.3,0.436,9.9,0.1,0.278,0.4,1.8,21,0.4,8.1,4.4,0.429,10.3,2.4,0.715,3.3,81,60.0,NBA,28.2,2.1,3.0,Julius Randle ,11.3,PF,0.7,1.8,10.2,LAL,0.435
273,273,4.9,0.507,9.6,0.2,0.27,0.9,3.6,22,0.5,6.6,5.1,0.488,10.4,2.8,0.723,3.8,74,73.0,NBA,28.8,2.0,3.4,Julius Randle ,13.2,PF,0.7,2.3,8.6,LAL,0.499
274,274,4.5,0.581,7.8,0.2,0.25,0.8,1.7,23,0.8,5.5,4.7,0.5489999999999999,8.6,2.5,0.6809999999999999,3.6,19,0.0,NBA,21.6,1.4,3.3,Julius Randle ,12.2,C,0.5,2.3,6.9,LAL,0.561
275,275,0.8,0.408,2.0,0.7,0.322,2.0,0.9,21,0.2,1.1,1.5,0.365,4.1,0.8,0.8590000000000001,0.9,73,1.0,NBA,15.4,0.2,1.3,Nik Stauskas ,4.4,SG,0.3,0.5,1.2,SAC,0.446
276,276,1.4,0.473,3.0,1.5,0.326,4.5,1.9,22,0.3,2.2,2.9,0.385,7.5,1.2,0.7709999999999999,1.6,73,35.0,NBA,24.8,0.3,1.6,Nik Stauskas ,8.5,SG,0.6,1.3,2.5,PHI,0.483
277,277,1.5,0.433,3.4,1.7,0.368,4.5,2.4,23,0.4,2.6,3.1,0.396,7.9,1.5,0.813,1.9,80,27.0,NBA,27.4,0.3,1.8,Nik Stauskas ,9.5,SG,0.6,1.6,2.8,PHI,0.5
278,278,0.3,0.5,0.7,0.0,,0.0,0.0,24,0.0,0.3,0.3,0.5,0.7,0.7,1.0,0.7,3,0.0,NBA,6.3,0.0,0.3,Nik Stauskas ,1.3,SG,0.7,0.7,0.3,PHI,0.5
285,285,1.0,0.564,1.8,0.8,0.384,2.1,1.4,27,0.4,2.7,1.8,0.46799999999999997,3.9,0.7,0.727,0.9,60,0.0,NBA,17.9,0.8,2.6,Nemanja Bjelica ,5.1,PF,0.4,0.8,3.5,MIN,0.57
286,286,1.5,0.531,2.8,0.9,0.316,2.7,1.2,28,0.3,2.9,2.3,0.424,5.5,0.7,0.738,0.9,65,1.0,NBA,18.3,0.9,2.4,Nemanja Bjelica ,6.2,PF,0.6,0.9,3.8,MIN,0.503
287,287,1.5,0.643,2.3,1.2,0.512,2.3,0.7,29,0.2,2.4,2.7,0.578,4.6,0.6,0.917,0.7,18,0.0,NBA,15.3,0.4,1.7,Nemanja Bjelica ,7.1,PF,0.6,0.7,2.8,MIN,0.705
288,288,1.0,0.397,2.5,0.2,0.385,0.5,0.2,19,0.4,2.3,1.2,0.395,3.0,0.7,0.6920000000000001,1.0,25,0.0,NBA,10.4,1.1,0.8,Noah Vonleh ,3.3,PF,0.2,0.4,3.4,CHO,0.428
289,289,1.4,0.457,3.0,0.1,0.239,0.6,0.4,20,0.3,2.7,1.5,0.42100000000000004,3.6,0.5,0.745,0.7,78,56.0,NBA,15.1,1.2,1.9,Noah Vonleh ,3.6,PF,0.3,0.6,3.9,POR,0.441
290,290,1.7,0.49200000000000005,3.4,0.1,0.35,0.3,0.4,21,0.4,3.5,1.8,0.48100000000000004,3.6,0.8,0.638,1.3,74,41.0,NBA,17.1,1.8,2.1,Noah Vonleh ,4.4,PF,0.4,0.9,5.2,POR,0.494
291,291,2.2,0.547,4.1,0.0,,0.0,0.7,22,0.6,5.8,2.2,0.547,4.1,0.7,0.75,0.9,13,9.0,NBA,22.2,2.0,2.1,Noah Vonleh ,5.2,PF,0.3,0.7,7.8,POR,0.547
292,292,2.1,0.47100000000000003,4.4,0.4,0.276,1.5,1.5,19,0.3,4.1,2.5,0.42200000000000004,5.9,1.0,0.684,1.5,78,8.0,NBA,28.6,1.0,2.4,Justise Winslow ,6.4,SF,0.9,1.2,5.2,MIA,0.457
293,293,4.1,0.384,10.6,0.4,0.2,1.9,3.7,20,0.3,3.9,4.4,0.35600000000000004,12.5,1.6,0.617,2.6,18,15.0,NBA,34.7,1.3,2.9,Justise Winslow ,10.9,SF,1.4,1.8,5.2,MIA,0.371
294,294,2.4,0.469,5.1,0.4,0.33299999999999996,1.3,1.6,21,0.4,4.7,2.8,0.442,6.3,0.7,0.7,1.1,19,11.0,NBA,23.4,0.9,2.1,Justise Winslow ,6.7,SF,0.8,1.0,5.6,MIA,0.475
295,295,3.3,0.41,8.0,1.6,0.33,4.8,5.7,21,0.1,2.4,4.9,0.38,12.8,1.5,0.903,1.6,70,68.0,NBA,32.3,0.5,2.1,Trey Burke ,12.8,PG,0.6,1.9,3.0,UTA,0.442
296,296,3.2,0.4,8.1,1.6,0.318,5.1,4.3,22,0.2,2.3,4.9,0.368,13.2,1.4,0.752,1.9,76,43.0,NBA,30.1,0.4,1.6,Trey Burke ,12.8,PG,0.9,1.6,2.7,UTA,0.43
297,297,2.7,0.46,5.9,1.4,0.344,4.0,2.3,23,0.1,1.5,4.1,0.413,9.9,1.0,0.8170000000000001,1.3,64,0.0,NBA,21.3,0.3,1.3,Trey Burke ,10.6,PG,0.5,1.3,1.8,UTA,0.483
298,298,1.5,0.45899999999999996,3.2,0.5,0.44299999999999995,1.2,1.8,24,0.1,0.7,2.0,0.455,4.5,0.4,0.759,0.5,57,0.0,NBA,12.3,0.1,0.9,Trey Burke ,5.0,PG,0.2,0.8,0.8,WAS,0.516
301,301,3.5,0.435,8.1,0.1,0.262,0.5,6.5,20,0.2,3.0,3.7,0.425,8.6,1.4,0.551,2.6,82,63.0,NBA,30.4,1.3,2.4,Elfrid Payton ,8.9,PG,1.7,2.5,4.3,ORL,0.433
302,302,3.9,0.451,8.7,0.4,0.326,1.3,6.4,21,0.3,2.5,4.4,0.436,10.0,1.5,0.589,2.6,73,69.0,NBA,29.4,1.1,2.2,Elfrid Payton ,10.7,PG,1.2,2.4,3.6,ORL,0.456
303,303,4.8,0.509,9.3,0.5,0.27399999999999997,1.8,6.5,22,0.5,3.6,5.2,0.47100000000000003,11.1,1.8,0.6920000000000001,2.6,82,58.0,NBA,29.4,1.1,2.2,Elfrid Payton ,12.8,PG,1.1,2.2,4.7,ORL,0.493
304,304,3.5,0.47,7.5,0.6,0.389,1.6,6.9,23,0.4,2.5,4.2,0.455,9.2,0.8,0.429,1.9,11,11.0,NBA,25.7,1.2,1.8,Elfrid Payton ,9.8,PG,1.4,2.8,3.7,ORL,0.49
305,305,4.4,0.506,8.6,0.1,0.214,0.2,0.7,19,1.4,4.4,4.4,0.498,8.8,1.5,0.727,2.0,60,30.0,NBA,22.8,1.1,2.6,Myles Turner ,10.3,C,0.4,1.1,5.5,IND,0.501
306,306,5.0,0.536,9.3,0.5,0.348,1.4,1.3,20,2.1,5.6,5.5,0.511,10.7,3.0,0.809,3.7,81,81.0,NBA,31.4,1.7,3.2,Myles Turner ,14.5,C,0.9,1.3,7.3,IND,0.534
307,307,4.5,0.509,8.8,0.8,0.379,2.2,1.4,21,2.5,6.6,5.3,0.483,11.0,2.1,0.7709999999999999,2.7,13,12.0,NBA,28.5,1.1,3.2,Myles Turner ,13.5,C,0.3,1.3,7.7,IND,0.521
313,313,0.8,0.455,1.8,0.4,0.317,1.1,0.2,23,0.0,1.0,1.2,0.402,3.0,0.3,0.667,0.4,36,0.0,NBA,8.9,0.2,0.8,Doug McDermott ,3.0,SF,0.1,0.5,1.2,CHI,0.46299999999999997
314,314,2.2,0.47,4.8,1.4,0.425,3.2,0.7,24,0.1,2.0,3.6,0.452,8.0,0.9,0.857,1.0,81,4.0,NBA,23.0,0.5,1.6,Doug McDermott ,9.4,SF,0.2,0.7,2.4,CHI,0.537
